title,authors,journal,year,pdf_url,pdf_week_code,page_number,entry_index_in_pdf,ingested_at
® Evolution of acoustic nonlinearity in outdoor blast propagation from firearms: on the persistence of nonlinear behavior,"Billot G, Marinus BG, Harri K, Moiny F",J. Acoust. Soc. Am.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,53,53,2025-09-18T00:43:40.800195
® How can connected and automated vehicles improve merging efficiency at freeway on-ramps?,"Li Y, Ma Y, Chen Z",Transportmetrica A: Transp. Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,54,54,2025-09-18T00:43:40.800195
® Incorporating travel time means and standard deviations into transportation network design problem: a hybrid method based on column generation and Lagrangian relaxation,"Song M, Cheng L",Transp. Lett.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,55,55,2025-09-18T00:43:40.800195
® Mining the micro-trajectory of two-wheeled non-motorized vehicles based on the improved YOLOx,"Zhou D, Zhao Z, Yang R, Huang S, Wu Z",Sensors (Basel),2024,https://www.safetylit.org/week/2024/240218.pdf,240218,56,56,2025-09-18T00:43:40.800195
® Novel traffic conflict-based framework for real-time traffic safety evaluation under heterogeneous and weak lane-discipline traffic,"Patel H, Gore N, Easa S, Arkatkar S",Transp. Res. Rec.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,57,57,2025-09-18T00:43:40.800195
® Real-time intersection turning movement flow forecasting using a parallel bidirectional long short-term memory neural network model,"Zhang C, Pan G, Fu L",Transp. Res. Rec.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,58,58,2025-09-18T00:43:40.800195
® Safety impact of highway geometrics and pavement parameters on crashes along mountainous roads,"Choudhary A, Garg RD, Jain SS",Transp. Eng. (Amsterdam),2024,https://www.safetylit.org/week/2024/240218.pdf,240218,59,59,2025-09-18T00:43:40.800195
® Studying the Pedestrian Level-of-Service (PLoS): lessons regarding the combination of survey and monitoring data,"Duives DC, Ton D",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,60,60,2025-09-18T00:43:40.800195
"® Understanding safety engineering practice: comparing safety engineering practice as desired, as required, and as observed","Osborne M, Hawkins R, Nicholson M, Alexander R",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,61,61,2025-09-18T00:43:40.800195
"® Environmental Issues, Climate, Geophysics A nationwide time-series analysis for short-term effects of ambient temperature on violent crime in South Korea","Heo S, Choi HM, Lee JT, Bell ML",Sci. Rep.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,62,62,2025-09-18T00:43:40.800195
"® Optimizing concussion care seeking: connecting care-seeking behaviors and neurophysiological states through blood biomarkers - D'Lauro C, Register-Mihalik JK, Meier TB, Kerr ZY, Knight K, Broglio SP, Leeds D, Lynall RC, Kroshus E, McCrea MA, McAllister TW, Schmidt JD, Master C, McGinty G, Jackson JC, Cameron KL, Buckley T, Kaminski T, Mihalik JP. Am. J. Sports Med. 2024; ePub(ePub): ePub. Power outages and pediatric unintentional injury hospitalizations in New York State","Northrop AJ, Flores NM, Do V, Sheffield PE, Casey JA",Environ. Epidemiol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,63,63,2025-09-18T00:43:40.800195
® Windblown sand hazards risk assessment along the highways based on GIS-game theory combination weight,"Li L, Lv L, Tao Z, Yin W, Li Q, Wang Z",PLoS One,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,64,64,2025-09-18T00:43:40.800195
® Activities and active mobility of children - at the interface of travel behavior and health research,"Stark J, Skok M, Müller C, Meschik M",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,65,65,2025-09-18T00:43:40.800195
® Childhood maltreatment and leukocyte telomere length: cardiac vagal activity influences the relation in older adults,"Connor A, Deschamps A, Busque L, Tardif JC, Bourgoin V, Dubé MP, Busseuil D, D'Antono B",Psychosom. Med.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,67,67,2025-09-18T00:43:40.800195
® Critical review on data-driven approaches for learning from accidents: comparative analysis and future research,"Niu Y, Fan Y, Ju X",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,68,68,2025-09-18T00:43:40.800195
"® Early targeted heart rate exercise is safe and May hasten return-to-duty in service members with acute concussion, a preliminary study","Haider MN, Cole WR, Willer BS, McCulloch K, Horn EC, Bertz PE, Ramsey C, Leddy JJ",Brain Inj.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,69,69,2025-09-18T00:43:40.800195
® Inconsistency between human observation and deep learning models: assessing validity of postmortem computed tomography diagnosis of drowning,"Zeng Y, Zhang X, Wang J, Usui A, Ichiji K, Bukovsky I, Chou S, Funayama M, Homma N",J. Imaging Inform. Med.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,71,71,2025-09-18T00:43:40.800195
"® Motion sickness countermeasures for autonomous driving: trends and future directions - Pereira E, Macedo H, Lisboa IC, Sousa E, Machado D, Silva E, Coelho V, Arezes P, Costa N. Transp. Eng. (Amsterdam) 2024; 15: e100220. Neuroimmune mechanisms connecting violence with internalizing symptoms: a high- dimensional multimodal mediation analysis","Butler ER, Samia N, White S, Gratton C, Nusslock R",Hum. Brain Mapp.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,72,72,2025-09-18T00:43:40.800195
® Perinatal depression and infant and toddler neurodevelopment: a systematic review and meta- analysis,"Fan X, Wu N, Tu Y, Zang T, Bai J, Peng G, Liu Y",Neurosci. Biobehav. Rev.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,73,73,2025-09-18T00:43:40.800195
® The effect of emergency floatation system (EFS) on helicopter stability during ditching,"Aziz A, Mad Sariff ES, Shamsudheen I, Abd Jamil R, Abu Zarim MAUA",Transp. Eng. (Amsterdam),2023,https://www.safetylit.org/week/2024/240218.pdf,240218,75,75,2025-09-18T00:43:40.800195
"® Women, concussion and disputing an old myth: the game of football is not 'unsuitable for females'","Peek K, Fraser K, Yearwood GMH, McKay MJ",Br. J. Sports Med.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,76,76,2025-09-18T00:43:40.800195
® Global burden of all cause-specific injuries among children and adolescents from 1990 to 2019 : a prospective cohort study,"Li C, Jiao J, Hua G, Yundendorj G, Liu S, Yu H, Zhang L, Yang X, Liu L","Int. J. Surg. (London, England)",2024,https://www.safetylit.org/week/2024/240218.pdf,240218,77,77,2025-09-18T00:43:40.800195
® Rasch analysis of Morse Fall Scale among the older adults with cognitive impairment in nursing homes,"Liu J, Luo Y, Chai X, Zeng S, Liu Y, Zhao L",Geriatr. Nurs.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,78,78,2025-09-18T00:43:40.800195
® Effect of a mobile game-based intervention to enhance child safety: randomized controlled trial,"Wong RS, Tung KTS, Ho FKW, Wong WHS, Chow CB, Chan KL, Fu KW, Ip P",J. Med. Internet. Res.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,79,79,2025-09-18T00:43:40.800195
"® Polygenic risk and hostile environments: links to stable and dynamic antisocial behaviors across adolescence - Acland EL, Pocuca N, Paquin S, Boivin M, Ouellet-Morin I, Andlauer TFM, Gouin JP, Côté SM, Tremblay RE, Geoffroy M, Castellanos-Ryan N. Dev. Psychopathol. 2024; ePub(ePub): ePub. Power outages and pediatric unintentional injury hospitalizations in New York State","Northrop AJ, Flores NM, Do V, Sheffield PE, Casey JA",Environ. Epidemiol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,80,80,2025-09-18T00:43:40.800195
® A comprehensive analysis method of urban rail transit operation accidents and safety management strategies based on text big data,"Wang Y, Sheng K, Niu P, Chu C, Li M, Jia L",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,81,81,2025-09-18T00:43:40.800195
"® An evaluation of first responders' intention to refer to post-overdose services following SHIELD training - Siddiqui ST, La Manna A, Connors E, Smith R, Vance K, Budesa Z, Goulka J, Beletsky L, Wood CA, Marotta P, Winograd RP. Harm Reduct. J. 2024; 21(1): e39. An incident reporting and learning system to understand cycling incident causation in Australia: a 12-month implementation of CRIT","Cox JA, McLean S, Hulme A, Read GJM, Salmon PM",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,82,82,2025-09-18T00:43:40.800195
® Assessing changes in job accessibility and commuting time under bike-sharing scenarios,"Wang J, Kwan MP, Cao W, Gong Y, Guo L, Liu Y",Transportmetrica A: Transp. Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,83,83,2025-09-18T00:43:40.800195
® Delay-throughput tradeoffs for signalized networks with finite queue capacity,"Cui S, Xue Y, Gao K, Wang K, Yu B, Qu X",Transp. Res. B Methodol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,84,84,2025-09-18T00:43:40.800195
® Enforced disappearances in the context of migration: a brief review of General Comment No.1 of the Committee against forced disappearances,Castilla K,Torture,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,85,85,2025-09-18T00:43:40.800195
"® Good School Toolkit-Secondary Schools to prevent violence against students: protocol for a pilot cluster randomised controlled trial - Devries K, Tanton C, Knight L, Nakuti J, Nanyunja B, Laruni Y, Amollo M, Apota J, Opobo T, Pearlman J, Allen E, Bonell C, Naker D. BMJ Open 2024; 14(2): e077788. Health and safety representatives' perceptions of occupational health and safety policy developments to improve work-related psychological health: applying the theory of planned behaviour","Friebel AG, Potter RE, Dollard M",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,86,86,2025-09-18T00:43:40.800195
® Identifying child maltreatment during virtual medical appointments through the COVID-19 pandemic: a physician-based survey,"Lim-Reinders S, Ward MGK, Malic C, Keely K, Kang K, Jain N, Zwicker K",Paediatr. Child Health (,1996,https://www.safetylit.org/week/2024/240218.pdf,240218,87,87,2025-09-18T00:43:40.800195
"® Introduction ""stalking: what do we know about working with people who stalk and where do we go?""",Wheatley R,J. Crim. Psychol.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,88,88,2025-09-18T00:43:40.800195
"® Nonlinear analysis of the effects of socioeconomic, demographic, and technological factors on the number of fatal traffic accidents","Sohaee N, Bohluli S",Safety (Basel),2024,https://www.safetylit.org/week/2024/240218.pdf,240218,89,89,2025-09-18T00:43:40.800195
"® Prioritizing work health, safety, and wellbeing in corporate strategies: an indicative framework","Halliday B, van der Laan L, Raineri A",Safety (Basel),2024,https://www.safetylit.org/week/2024/240218.pdf,240218,90,90,2025-09-18T00:43:40.800195
"® Resilience in torture survivors: reflections, learnings and ways forward",Pérez-Sales P,Torture,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,91,91,2025-09-18T00:43:40.800195
® Signs of criticality in social explosions,"Beiró MG, Chung NN, Chew LY, Gandica Y",Sci. Rep.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,92,92,2025-09-18T00:43:40.800195
® Tales of resilience: voices from detention and imprisonment in Russia,"Rud D, Bunina M, Vasilevskaia M, Filippova AM",Torture,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,93,93,2025-09-18T00:43:40.800195
® The right to construct yourself and your identity: the current human rights law framework falls short in practice in the face of illegitimate interference to the mind,Yildirim-Vranckaert EO,Am. J. Law Med.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,94,94,2025-09-18T00:43:40.800195
® When the antidote is the poison: investigating the relationship between people's social media usage and loneliness when face-to-face communication is restricted,"Jütte D, Hennig-Thurau T, Cziehso G, Sattler H",PLoS One,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,96,96,2025-09-18T00:43:40.800195
"® Derived psychoactive cannabis products and 4/20 specials: An assessment of popular brands and retail price discounts in Fort Worth, Texas, 2023 - Rossheim ME, LoParco CR, Berg CJ, Tillett KK, Trangenstein PJ, Henry D, Yockey RA, Livingston MD, Jernigan DH, Sussman SY. Drug Alcohol Depend. 2024; 256: e111119. Does telecommuting reduce trip-making? Evidence from a U.S. panel during the COVID-19 pandemic","Obeid H, Anderson ML, Bouzaghrane MA, Walker J",Transp. Res. A Policy Pract.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,97,97,2025-09-18T00:43:40.800195
® The relationship between cyberbullying perpetration/victimization and suicidal ideation in healthy young adults: the indirect effects of positive and negative psychotic experiences,"Fekih-Romdhane F, Malaeb D, Farah N, Stambouli M, Cheour M, Obeid S, Hallit S",BMC Psychiatry,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,98,98,2025-09-18T00:43:40.800195
"® Ambulance traffic crashes in Japan: characteristics of casualties, and efforts to improve ambulance safety - Norii T, Nakao S, Miyoshi T, Hatanaka T, Miyake T, Okunaga A, Albright D, Braude D, Sklar DP, Yang MA, Crandall C. Prehosp. Emerg. Care 2024; ePub(ePub): ePub. Analysing the impact of human error on the severity of truck accidents through HFACS and Bayesian network models - Waskito DH, Bowo LP, Kurnia SHM, Kurniawan I, Nugroho S, Irawati N, Mutharuddin, Mardiana TS, Subaryata. Safety (Basel) 2024; 10(1): e8. Applications and future perspectives of integrating Lean Six Sigma and Ergonomics","Vicente I, Godina R, Teresa Gabriel A",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,99,99,2025-09-18T00:43:40.800195
® Determinants of stair climbing speeds in volunteer firefighters,"Latosinski F, Cuesta A, Alvear D, Fernández D",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,100,100,2025-09-18T00:43:40.800195
® Evaluation of cost-effectiveness of single-credit traffic safety course based on Kirkpatrick model: a case study of Iran,"Golestani M, Sadeghi-Bazargani H, Harzand-Jadidi S, Soori H",BMC Med. Educ.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,101,101,2025-09-18T00:43:40.800195
"® Labor migration of parents and aggression among their offspring in China - Ma Y, Li Y, Zhang Y, Xie X, Lin X, Fu H, Huang M, Zhou W, Ji JS, Chen R, Liu S, Yu Y, Tang J. JAMA Netw. Open 2024; 7(2): e2355315. Lasers - just a toy or a serious threat to aviation safety? Legal and comparative analysis of selected countries","Fortońska A, Dębowski L",Transp. Res. Proc.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,102,102,2025-09-18T00:43:40.800195
® Spit hoods: reforms to law and practice,Freckelton I,J. Law Med.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,104,104,2025-09-18T00:43:40.800195
® We are not okay: moral injury and a world on fire,Ray KS,Am. J. Bioeth.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,105,105,2025-09-18T00:43:40.800195
® Drivers' perception of highway work zone risks,"Shahin F, Elias W, Toledo T",Transp. Eng. (Amsterdam),2023,https://www.safetylit.org/week/2024/240218.pdf,240218,107,107,2025-09-18T00:43:40.800195
® Incorporating walking into ride-hailing: the potential benefits of flexible pick-up and drop-off,"Ding F, Chen S, Zhao Z",Transp. Res. D Trans. Environ.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,108,108,2025-09-18T00:43:40.800195
® The role of public policy in reducing moped and scooter injuries in South Carolina,"Sharpe J, Bakaes Y, Gauthier C, Bidwell R, Hurley DM, Murr K",Injury,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,110,110,2025-09-18T00:43:40.800195
® Poisoning A review of poisoning with various types of biotoxins and its common clinical symptoms,"Parak M, Asgari A, Hasani Nourian Y, Ghanei M",Toxicon,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,111,111,2025-09-18T00:43:40.800195
® Intracerebral hemorrhage in methanol toxicity patients during COVID-19 pandemic: case report and review of literature,"Safari H, Ajudani R, Savaie M, Babadi AJ, Alizadeh P",Forensic Toxicol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,112,112,2025-09-18T00:43:40.800195
® The protective role of valuing cultural activities on cannabis use in reserve-dwelling First Nation youth,"Girard R, Nalven T, Spillane NS",J. Ethn. Subst. Abuse,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,113,113,2025-09-18T00:43:40.800195
® Nurses' attitudes and perceptions regarding suicidal patients: a quasi-experimental study of depression management training,"Sela Y, Levi-Belz Y",Healthcare (Basel),2024,https://www.safetylit.org/week/2024/240218.pdf,240218,115,115,2025-09-18T00:43:40.800195
"® Catastrophic injuries and exertional medical events in lacrosse among youth, high school and collegiate athletes: longitudinal surveillance over four decades (1982-2020) - Moseley GA, Lincoln AE, Drezner JA, DeLong R, Shore E, Walker N, Register-Mihalik JK, Cantu RC, Kucera KL. Ann. Med. 2024; 56(1): e2311223. Comments on: Feasibility, safety, and effects of a Nintendo Ring Fit Adventure™ balance and strengthening exercise program in community-dwelling older adults with a history of falls: A feasibility randomized controlled trial","Pu FY, Cheng H",Geriatr. Gerontol. Int.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,116,116,2025-09-18T00:43:40.800195
® Epidemiology of bone injuries in elite athletics: a prospective 9-year cohort study,"Kelly S, Waring A, Stone B, Pollock N",Phys. Ther. Sport,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,117,117,2025-09-18T00:43:40.800195
® Mood Lifters for college athletes: a biopsychosocial approach to improving mental health for student-athletes,"Davre C, Votta C, DiSanti J, Deldin A, Deldin P",J. Am. Coll. Health,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,118,118,2025-09-18T00:43:40.800195
® The aetiology of maxillofacial trauma in Australia: A scoping review,"Pabbati S, Thomson P, Sharma D, Bhandari S",Aust. Dent. J.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,119,119,2025-09-18T00:43:40.800195
"® Research Methods, Surveillance and Codes, Models ""Children are like vuvuzelas always ready to blow"": exploring how to engage young children in violence research","Woollett N, Christofides N, Franchino-Olsen H, Silima M, Fouche A, Meinck F",J. Interpers. Violence,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,120,120,2025-09-18T00:43:40.800195
® A kinematic model to predict a continuous range of human-like walking speed transitions,"Murray GF, Martin AE",IEEE Trans. Neural Syst. Rehabil. Eng.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,121,121,2025-09-18T00:43:40.800195
® Active learning metamodelling for survival rate analysis of simulated emergency medical systems,"Antunes F, Amorim M, Pereira F, Ribeiro B",Transportmetrica A: Transp. Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,122,122,2025-09-18T00:43:40.800195
® Analyses on standards and regulations for connected and automated vehicles: identifying the certifications roadmap,"Benyahya M, Collen A, Nijdam NA",Transp. Eng. (Amsterdam),2023,https://www.safetylit.org/week/2024/240218.pdf,240218,123,123,2025-09-18T00:43:40.800195
® Assessing the risks associated with the Canadian Railway System using a safety risk model approach,"Esmaeeli N, Sattari F, Lefsrud L, Macciotta R",Transp. Res. Rec.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,124,124,2025-09-18T00:43:40.800195
"® Catastrophic injuries and exertional medical events in lacrosse among youth, high school and collegiate athletes: longitudinal surveillance over four decades (1982-2020) - Moseley GA, Lincoln AE, Drezner JA, DeLong R, Shore E, Walker N, Register-Mihalik JK, Cantu RC, Kucera KL. Ann. Med. 2024; 56(1): e2311223. Cause analysis of expressway traffic accidents based on accident statistics of Hunan provincial expressway in 2012-2018","Liu X, Huang S, Chen Q",Transp. Saf. Environ.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,125,125,2025-09-18T00:43:40.800195
® Declining suicide rates in China (1990-2017): gender and age specific analyses,"Lyu J, Zhang J, Wang L",J. Affect. Disord.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,127,127,2025-09-18T00:43:40.800195
® Does training improve users' mental models about adaptive cruise control?,"Hungund A, Pai G, Pradhan AK",Traffic Saf. Res.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,128,128,2025-09-18T00:43:40.800195
® Emergency nurses' preference for tools to identify frailty in major trauma patients: a prospective multi-centre cross-sectional study,"Jarman H, Crouch R, Baxter M, Cole E",Int. Emerg. Nurs.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,129,129,2025-09-18T00:43:40.800195
® Evaluating GPS-based methods of data collection from the users' perspective,"Galich A, Nobis C",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,130,130,2025-09-18T00:43:40.800195
® Exploring the impact mechanism of communicating information on the perturbation propagation,"Li C, Zhao XM, Xie DF, He Z, Lu C",Transportmetrica A: Transp. Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,131,131,2025-09-18T00:43:40.800195
® From traffic analysis to real-time management: a hazard-based modeling for incident durations extracted through traffic detector data anomaly detection,"Pan D, Hamdar S",Transp. Res. Rec.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,132,132,2025-09-18T00:43:40.800195
® Human-centered design and development of a fall prevention exercise app for older adults in primary care settings,"Czuber N, Garabedian P, Rice H, Tejeda CJ, Dykes P, Latham NK",Appl. Clin. Inform.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,133,133,2025-09-18T00:43:40.800195
® Improving deep-learning methods for area-based traffic demand prediction via hierarchical reconciliation,"Khalesian M, Furno A, Leclercq L",Transp. Res. C Emerg. Technol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,134,134,2025-09-18T00:43:40.800195
"® Interplay among attention, appraisal, and memory bias in provisional posttraumatic stress disorder: exploring the combined cognitive biases hypothesis","Zhao Z, Zhao C, Lai L, Shi C, Li X, Lu S, Guo S, Ren Z",Psychol. Trauma,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,135,135,2025-09-18T00:43:40.800195
® Learning and managing stochastic network traffic dynamics: an iterative and interactive approach,"He Q, Ma M, Li C, Liu W",Transportmetrica B: Transp. Dyn.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,136,136,2025-09-18T00:43:40.800195
® Mitigating psychological problems associated with the 2023 wildfires in Alberta and Nova Scotia: six-week outcomes from the Text4Hope program,"Obuobi-Donkor G, Shalaby R, Agyapong B, Dias RL, Agyapong VIO",J. Clin. Med.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,137,137,2025-09-18T00:43:40.800195
® Protocol-based standardized endocrinological evaluation of children with traumatic brain injury: a quality improvement initiative,"Bhat JN, Amato A, Schultz S, Gomez R",Clin. Pediatr.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,140,140,2025-09-18T00:43:40.800195
"® Recruitment, participant motivation and response rates in a smartphone-based travel survey: mobility panel in aspern Seestadt","Bürbaumer M, Kirchberger C, Berger M, Dorner J",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,141,141,2025-09-18T00:43:40.800195
® Risk management in transport planning,"Nedeliakova E, Lizbetinova L, Petr Hranický M, Valla M",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,142,142,2025-09-18T00:43:40.800195
® Short-term safety performance functions by random parameters negative binomial-Lindley model for part-time shoulder use,"Hasan T, Abdel-Aty M",Accid. Anal. Prev.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,143,143,2025-09-18T00:43:40.800195
"® The development, progress, and impact of national suicide prevention strategies worldwide","Sinyor M, Ming Chan PP, Niederkrotenthaler T, Scott V, Platt S",Crisis,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,145,145,2025-09-18T00:43:40.800195
® The influence of sexual violence on suicide risk among runaway youth in South Korea: the multiple additive moderating effect of peer attachment and parental attachment,"Kim DH, Yop KJ, Han KJ",Child Abuse Negl.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,146,146,2025-09-18T00:43:40.800195
® Time use during activities and trips -- potentials for analyzing future travel and activity behavior,"Kagerbauer M, Wilkes G, von Behren S, Stark J",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,147,147,2025-09-18T00:43:40.800195
"® Understanding ride-hailing sharing and matching in Chicago using travel time, cost, and choice models","Mucci RA, Erhardt GD",Transp. Res. Rec.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,148,148,2025-09-18T00:43:40.800195
® Using publicly available data to predict recreational cannabis legalization at the county-level: a machine learning approach,"Montgomery BW, Tong X, Vsevolozhskaya O, Anthony JC",Int. J. Drug Policy,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,149,149,2025-09-18T00:43:40.800195
® Why are females less likely to be diagnosed with ADHD in childhood than males?,Martin J,Lancet Psychiatry,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,150,150,2025-09-18T00:43:40.800195
® A hybrid deep learning method for distracted driving risk prediction based on spatio-temporal driving behavior data,"Fu X, Meng H, Yang H, Wang J",Transportmetrica B: Transp. Dyn.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,151,151,2025-09-18T00:43:40.800195
® A semantic hybrid temporal approach for detecting driver mental fatigue,"Ansari S, Du H, Naghdy F, Hoshu AA, Stirling D",Safety (Basel),2024,https://www.safetylit.org/week/2024/240218.pdf,240218,152,152,2025-09-18T00:43:40.800195
"® An open trial of a brief, self-compassion intervention targeting thwarted belongingness and perceived burdensomeness","Bianchini G, Bodell LP",Arch. Suicide Res.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,153,153,2025-09-18T00:43:40.800195
"® Association between love breakup and suicidal ideation in Peruvian medical students: a cross-sectional study during the COVID-19 pandemic - Valladares-Garrido D, Zila-Velasque JP, Santander-Hernández FM, Guevara-Morales MA, Morocho-Alburqueque N, Failoc-Rojas VE, Pereira-Victorio CJ, Vera-Ponce VJ, León-Figueroa DA, Valladares-Garrido MJ. Front. Psychiatry 2023; 14: e1287036. Association between sexual violence and multiple high-risk fertility behaviours among women of reproductive age in sub-Saharan Africa","Aboagye RG, Donkoh IE, Okyere J, Seidu AA, Ahinkorah BO, Yaya S",BMC Public Health,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,154,154,2025-09-18T00:43:40.800195
® Brain activation during standing balance control in dual-task paradigm and its correlation among older adults with mild cognitive impairment: a fNIRS study,"Xu G, Zhou M, Chen Y, Song Q, Sun W, Wang J",BMC Geriatr.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,155,155,2025-09-18T00:43:40.800195
® Childhood maltreatment and sleep apnea: Findings from a cross-sectional general population study,"Spitzer C, Weihs A, Ewert R, Stubbe B, Penzel T, Fietze I, Völzke H, Grabe HJ",J. Psychosom. Res.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,156,156,2025-09-18T00:43:40.800195
® Exploring the stigmatisation of offending and non-offending paedophiles: a terror management approach,"Marono A, Bartels RM, Hill K, Papagathonikou T, Hitchman G",J. Crim. Psychol.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,161,161,2025-09-18T00:43:40.800195
"® Hypoxaemia and risk of asphyxia during underground work in artisanal cobalt mines - Obadia PM, Kitenge JP, Kuhangana TC, Verpaele S, Nyongonyi AN, Kitenge TK, Katoto PDM, Lubaba Nkulu CB, Nemery B. Occup. Med. 2024; ePub(ePub): ePub. Identifying and understanding long-distance travel demand by combining official transport statistics and survey data","Schulz A, Magdolen M, Chlond B, Kuhnimhof T, Köhler K",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,163,163,2025-09-18T00:43:40.800195
® Integrating visual large language model and reasoning chain for driver behavior analysis and risk assessment,"Zhang K, Wang S, Jia N, Zhao L, Han C, Li L",Accid. Anal. Prev.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,164,164,2025-09-18T00:43:40.800195
® National Policy Index (NPI) for worker mental health and its relationship with enterprise psychosocial safety climate,"Potter RE, Dollard M, Lerouge L, Jain A, Leka S, Cefaliello A",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,167,167,2025-09-18T00:43:40.800195
